ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
8794.0,28.3,0.49,2.78,9.21,0.81,0.6,0.39,335.81,343.57,17.0,13.0,6.0,1.01,0.0,Subcooled,42.5,-42.0,96.7,20.0,3.0,18.9,-6.55,2.2,0.28055495
8795.0,28.31,0.49,2.8,9.18,0.81,0.61,0.41,336.92,343.77,17.0,13.0,6.0,1.0,0.0,Subcooled,42.5,-42.0,96.7,21.0,3.0,18.9,-6.55,5.0,0.29269904
8796.0,28.44,0.49,2.78,9.18,0.82,0.6,0.38,334.59,343.54,17.0,13.0,6.0,1.02,0.0,Subcooled,42.5,-42.0,96.7,22.0,4.0,18.9,-6.3,5.3,0.24504539
8797.0,28.25,0.49,2.79,9.2,0.82,0.6,0.4,336.49,343.85,17.0,13.0,6.0,1.02,0.0,Subcooled,42.5,-42.0,96.7,23.0,4.0,18.9,0.0,5.3,0.22093859
8798.0,28.48,0.49,2.78,9.18,0.81,0.59,0.4,336.0,343.8,17.0,13.0,6.0,1.0,0.0,Subcooled,42.5,-42.0,96.7,24.0,4.0,18.9,6.3,5.3,0.18613257
8799.0,28.39,0.49,2.79,9.19,0.8,0.61,0.41,335.88,344.01,17.0,13.0,6.0,1.0,0.0,Subcooled,42.5,-42.0,96.7,25.0,5.0,18.9,6.55,-0.6,0.16471265
8800.0,28.42,0.49,2.81,9.2,0.8,0.59,0.4,337.46,343.89,17.0,13.0,6.0,0.99,0.0,Subcooled,42.5,-42.0,96.7,26.0,5.0,18.9,6.55,2.2,0.16731705
8801.0,28.19,0.49,2.81,9.21,0.79,0.6,0.39,336.66,343.91,17.0,13.0,6.0,1.0,0.0,Subcooled,42.5,-42.0,96.7,27.0,5.0,18.9,6.55,5.0,0.17744441
8802.0,34.15,0.27,0.79,6.0,2.8,-0.01,2.01,297.86,302.99,8.0,5.0,9.0,1.0,17.0,Subcooled,37.9,-1.0,152.0,1.0,1.0,9.45,0.1,-0.8,0.32339346
8803.0,34.18,0.27,0.81,5.99,2.79,0.0,1.99,297.05,302.64,8.0,5.0,9.0,1.01,17.0,Subcooled,37.9,-1.0,152.0,2.0,1.0,9.45,0.1,3.5,0.34772891
8804.0,34.14,0.26,0.8,6.0,2.8,0.0,1.99,297.82,303.45,8.0,5.0,9.0,1.02,17.0,Subcooled,37.9,-1.0,152.0,3.0,1.0,9.45,0.1,7.8,0.29970336
8805.0,34.52,0.27,0.79,5.98,2.81,-0.02,2.01,298.72,302.63,8.0,5.0,9.0,1.0,17.0,Subcooled,37.9,-1.0,152.0,4.0,1.0,9.45,2.4,-0.8,0.25769517
8806.0,34.38,0.26,0.79,6.0,2.79,-0.02,2.0,297.49,303.47,8.0,5.0,9.0,1.0,17.0,Subcooled,37.9,-1.0,152.0,5.0,1.0,9.45,2.4,3.5,0.25128824
8807.0,34.25,0.27,0.78,6.0,2.79,-0.0,1.99,297.19,303.15,8.0,5.0,9.0,0.99,17.0,Subcooled,37.9,-1.0,152.0,6.0,1.0,9.45,2.4,7.8,0.30802655
8808.0,34.15,0.26,0.79,6.02,2.82,-0.0,2.0,297.29,302.85,8.0,5.0,9.0,0.98,17.0,Subcooled,37.9,-1.0,152.0,7.0,1.0,9.45,4.7,-0.8,0.18559472
8809.0,34.31,0.26,0.8,5.99,2.81,0.0,2.01,298.26,303.04,8.0,5.0,9.0,0.98,17.0,Subcooled,37.9,-1.0,152.0,8.0,1.0,9.45,4.7,3.5,0.20065765
8810.0,34.39,0.27,0.81,6.01,2.81,0.0,2.01,298.23,303.29,8.0,5.0,9.0,0.99,17.0,Subcooled,37.9,-1.0,152.0,9.0,1.0,9.45,4.7,7.8,0.22103111
8811.0,34.26,0.26,0.79,5.98,2.82,0.01,2.0,298.15,303.35,8.0,5.0,9.0,1.01,17.0,Subcooled,37.9,-1.0,152.0,10.0,2.0,8.35,0.1,-0.8,3.9772542
8812.0,34.03,0.27,0.79,5.99,2.79,-0.01,1.99,298.9,303.28,8.0,5.0,9.0,1.0,17.0,Subcooled,37.9,-1.0,152.0,11.0,2.0,8.35,0.1,3.5,2.7321391
8813.0,34.45,0.27,0.79,5.99,2.79,-0.0,2.01,297.55,303.04,8.0,5.0,9.0,1.01,17.0,Subcooled,37.9,-1.0,152.0,12.0,2.0,8.35,0.1,7.8,1.341899
8814.0,34.22,0.27,0.82,5.99,2.78,-0.01,2.02,298.23,302.8,8.0,5.0,9.0,0.99,17.0,Subcooled,37.9,-1.0,152.0,13.0,2.0,8.35,2.4,-0.8,3.2589729
8815.0,34.33,0.27,0.79,5.99,2.81,-0.0,1.99,298.08,302.87,8.0,5.0,9.0,1.0,17.0,Subcooled,37.9,-1.0,152.0,14.0,2.0,8.35,2.4,3.5,2.3875406
8816.0,34.38,0.26,0.81,6.01,2.81,-0.02,1.98,299.01,303.81,8.0,5.0,9.0,1.0,17.0,Subcooled,37.9,-1.0,152.0,15.0,2.0,8.35,2.4,7.8,1.3891709
8817.0,34.14,0.27,0.81,5.99,2.78,-0.02,2.01,298.21,303.08,8.0,5.0,9.0,0.99,17.0,Subcooled,37.9,-1.0,152.0,16.0,2.0,8.35,4.7,-0.8,2.1410835
8818.0,34.43,0.26,0.79,6.0,2.79,0.0,1.99,299.01,303.44,8.0,5.0,9.0,1.0,17.0,Subcooled,37.9,-1.0,152.0,17.0,2.0,8.35,4.7,3.5,1.730427
8819.0,34.25,0.26,0.79,5.98,2.81,-0.01,1.99,298.5,302.91,8.0,5.0,9.0,1.01,17.0,Subcooled,37.9,-1.0,152.0,18.0,2.0,8.35,4.7,7.8,1.0585519
8820.0,34.24,0.27,0.79,5.99,2.79,-0.0,2.0,298.78,,8.0,5.0,9.0,1.01,17.0,Subcooled,37.9,-1.0,152.0,19.0,3.0,8.9,-0.15,-0.8,1.7928315
8821.0,34.23,0.27,0.79,6.0,2.81,0.02,1.99,298.58,303.08,8.0,5.0,9.0,1.01,17.0,Subcooled,37.9,-1.0,152.0,20.0,3.0,8.9,-0.15,3.5,1.5013754
8822.0,34.21,0.26,0.78,5.99,2.81,-0.01,2.01,299.79,302.71,8.0,5.0,9.0,1.0,17.0,Subcooled,37.9,-1.0,152.0,21.0,3.0,8.9,-0.15,7.8,0.91231358
8823.0,34.19,0.27,0.81,5.99,2.81,0.01,2.0,298.3,303.33,8.0,5.0,9.0,0.98,17.0,Subcooled,37.9,-1.0,152.0,22.0,4.0,8.9,0.1,8.1,0.44953275
8824.0,34.42,0.26,0.78,5.99,2.81,0.01,2.01,298.38,302.75,8.0,5.0,9.0,1.01,17.0,Subcooled,37.9,-1.0,152.0,23.0,4.0,8.9,2.4,8.1,0.34679636
8825.0,34.54,0.27,0.8,6.0,2.81,0.0,1.98,297.32,303.35,8.0,5.0,9.0,0.98,17.0,Subcooled,37.9,-1.0,152.0,24.0,4.0,8.9,4.7,8.1,0.37785164
8826.0,34.25,0.26,0.81,5.99,2.79,-0.0,1.99,298.85,302.21,8.0,5.0,9.0,1.02,17.0,Subcooled,37.9,-1.0,152.0,25.0,5.0,8.9,4.95,-0.8,0.56030577
8827.0,34.06,0.27,0.8,6.01,2.81,0.01,1.99,298.39,303.44,8.0,5.0,9.0,1.0,17.0,Subcooled,37.9,-1.0,152.0,26.0,5.0,8.9,4.95,3.5,0.51189607
8828.0,34.39,0.26,0.8,6.01,2.81,-0.02,2.0,298.5,302.32,8.0,5.0,9.0,0.98,17.0,Subcooled,37.9,-1.0,152.0,27.0,5.0,8.9,4.95,7.8,0.39108357
8829.0,8.71,0.12,1.18,4.21,1.81,-0.01,1.6,399.16,337.06,17.0,4.0,13.0,0.81,4.0,Superheated,42.5,-42.0,96.7,1.0,1.0,18.45,-0.6,-0.6,0.11150406
8830.0,8.69,0.12,1.19,4.22,1.79,0.01,1.61,401.02,337.02,17.0,4.0,13.0,0.81,4.0,Superheated,42.5,-42.0,96.7,2.0,1.0,18.45,-0.6,5.7,0.10935162
8831.0,8.68,0.12,1.18,4.2,1.8,0.01,1.62,401.8,337.07,17.0,4.0,13.0,0.79,4.0,Superheated,42.5,-42.0,96.7,3.0,1.0,18.45,-0.6,12.0,0.10843857
8832.0,8.76,0.12,1.19,4.21,1.78,-0.0,1.62,401.83,336.95,17.0,4.0,13.0,0.8,4.0,Superheated,42.5,-42.0,96.7,4.0,1.0,18.45,1.2,-0.6,0.1003216
8833.0,8.68,0.12,1.19,4.21,1.81,-0.01,1.61,400.11,337.19,17.0,4.0,13.0,0.82,4.0,Superheated,42.5,-42.0,96.7,5.0,1.0,18.45,1.2,5.7,0.097804852
8834.0,8.59,0.12,1.19,4.22,1.8,-0.01,1.61,400.51,337.22,17.0,4.0,13.0,0.82,4.0,Superheated,42.5,-42.0,96.7,6.0,1.0,18.45,1.2,12.0,0.096383542
8835.0,8.84,0.12,1.2,4.22,1.81,-0.0,1.6,401.3,337.04,17.0,4.0,13.0,0.79,4.0,Superheated,42.5,-42.0,96.7,7.0,1.0,18.45,3.0,-0.6,0.067658111
8836.0,8.72,0.12,1.18,4.22,1.79,0.0,1.61,400.92,336.8,17.0,4.0,13.0,0.81,4.0,Superheated,42.5,-42.0,96.7,8.0,1.0,18.45,3.0,5.7,0.068197884
8837.0,8.8,0.11,1.2,4.18,1.78,-0.01,1.61,400.91,337.05,17.0,4.0,13.0,0.81,4.0,Superheated,42.5,-42.0,96.7,9.0,1.0,18.45,3.0,12.0,0.096787132
8838.0,8.82,0.11,1.21,4.2,1.81,-0.01,1.6,401.15,336.87,17.0,4.0,13.0,0.79,4.0,Superheated,42.5,-42.0,96.7,10.0,2.0,17.55,-0.6,-0.6,0.55150795
8839.0,8.72,0.11,1.21,4.2,1.79,0.0,1.58,401.4,336.97,17.0,4.0,13.0,0.81,4.0,Superheated,42.5,-42.0,96.7,11.0,2.0,17.55,-0.6,5.7,0.50527197
8840.0,8.74,0.12,1.19,4.2,1.8,0.02,1.59,400.85,336.68,17.0,4.0,13.0,0.78,4.0,Superheated,42.5,-42.0,96.7,12.0,2.0,17.55,-0.6,12.0,0.37689692
8841.0,8.6,0.12,1.19,4.22,1.79,0.0,1.62,400.76,336.4,17.0,4.0,13.0,0.8,4.0,Superheated,42.5,-42.0,96.7,13.0,2.0,17.55,1.2,-0.6,0.57067186
8842.0,8.67,0.12,1.19,4.22,1.81,0.01,1.61,400.67,337.83,17.0,4.0,13.0,0.78,4.0,Superheated,42.5,-42.0,96.7,14.0,2.0,17.55,1.2,5.7,0.53748947
8843.0,8.56,0.11,1.2,4.19,1.8,0.01,1.61,401.11,337.42,17.0,4.0,13.0,0.82,4.0,Superheated,42.5,-42.0,96.7,15.0,2.0,17.55,1.2,12.0,0.42142403
8844.0,8.67,0.12,1.2,4.2,1.8,-0.01,1.59,400.0,336.61,17.0,4.0,13.0,0.81,4.0,Superheated,42.5,-42.0,96.7,16.0,2.0,17.55,3.0,-0.6,0.41490993
8845.0,8.74,0.11,1.22,4.21,1.78,-0.01,1.61,401.34,337.21,17.0,4.0,13.0,0.78,4.0,Superheated,42.5,-42.0,96.7,17.0,2.0,17.55,3.0,5.7,0.41326222
8846.0,8.67,0.12,1.22,4.22,1.81,-0.01,1.59,402.78,337.21,17.0,4.0,13.0,0.78,4.0,Superheated,42.5,-42.0,96.7,18.0,2.0,17.55,3.0,12.0,0.35026237
8847.0,8.76,0.12,1.2,4.2,1.78,0.01,1.62,401.17,337.39,17.0,4.0,13.0,0.81,4.0,Superheated,42.5,-42.0,96.7,19.0,3.0,18.0,-0.85,-0.6,0.32797983
8848.0,8.94,0.12,1.21,4.19,1.78,0.02,1.59,401.1,337.34,17.0,4.0,13.0,0.81,4.0,Superheated,42.5,-42.0,96.7,20.0,3.0,18.0,-0.85,5.7,0.30619612
8849.0,8.68,0.12,1.19,4.21,1.81,0.01,1.6,401.04,336.72,17.0,4.0,13.0,0.8,4.0,Superheated,42.5,-42.0,96.7,21.0,3.0,18.0,-0.85,12.0,0.23972873
8850.0,8.64,0.12,1.18,4.2,1.8,0.01,1.62,402.14,337.31,17.0,4.0,13.0,0.81,4.0,Superheated,42.5,-42.0,96.7,22.0,4.0,18.0,-0.6,12.3,0.17172416
8851.0,8.72,0.12,1.19,4.21,1.8,0.02,1.61,401.61,336.73,17.0,4.0,13.0,0.79,4.0,Superheated,42.5,-42.0,96.7,23.0,4.0,18.0,1.2,12.3,0.14759532
8852.0,8.74,0.12,1.2,4.18,1.8,0.02,1.61,401.35,337.19,17.0,4.0,13.0,0.79,4.0,Superheated,42.5,-42.0,96.7,24.0,4.0,18.0,3.0,12.3,0.15235862
8853.0,8.84,0.11,1.19,4.22,1.79,-0.0,1.6,401.24,337.4,17.0,4.0,13.0,0.79,4.0,Superheated,42.5,-42.0,96.7,25.0,5.0,18.0,3.25,-0.6,0.18830806
8854.0,8.72,0.11,1.21,4.18,1.81,-0.01,1.58,401.06,336.86,17.0,4.0,13.0,0.8,4.0,Superheated,42.5,-42.0,96.7,26.0,5.0,18.0,3.25,5.7,0.18736859
8855.0,8.68,0.11,1.21,4.18,1.8,-0.02,1.61,401.78,336.87,17.0,4.0,13.0,0.78,4.0,Superheated,42.5,-42.0,96.7,27.0,5.0,18.0,3.25,12.0,0.16762863
8856.0,36.51,0.49,2.38,2.21,1.19,1.8,0.58,476.81,343.99,9.0,3.0,7.0,1.01,21.0,Subcoled,37.9,-1.0,152.0,1.0,1.0,11.25,2.1,-1.9,0.12418737
8857.0,36.54,0.49,2.41,2.21,1.2,1.8,0.59,477.8,344.2,9.0,3.0,7.0,1.0,21.0,Subcooled,37.9,-1.0,152.0,2.0,1.0,11.25,2.1,1.4,0.10182362
8858.0,36.37,0.49,2.42,2.2,1.2,1.78,0.59,477.38,344.35,9.0,3.0,7.0,1.0,21.0,Subcooled,37.9,-1.0,152.0,3.0,1.0,11.25,2.1,4.7,0.10040304
8859.0,36.6,0.49,2.4,2.22,1.19,1.82,0.61,476.81,343.53,9.0,3.0,7.0,0.99,21.0,Subcooled,37.9,-1.0,152.0,4.0,1.0,11.25,3.4,-1.9,0.096395403
8860.0,36.59,0.49,2.39,2.19,1.21,1.82,0.61,478.07,343.06,9.0,3.0,7.0,1.01,21.0,Subcooled,37.9,-1.0,152.0,5.0,1.0,11.25,3.4,1.4,0.096860118
8861.0,36.46,0.49,2.39,2.21,1.19,1.78,0.6,477.27,343.59,9.0,3.0,7.0,0.98,21.0,Subcooled,37.9,-1.0,152.0,6.0,1.0,11.25,3.4,4.7,0.093479834
8862.0,36.39,0.49,2.4,2.19,1.22,1.78,0.61,477.87,343.45,9.0,3.0,7.0,0.99,21.0,Subcooled,37.9,-1.0,152.0,7.0,1.0,11.25,4.7,-1.9,0.094292901
8863.0,36.75,0.49,2.42,2.19,1.22,1.79,0.59,478.32,343.17,9.0,3.0,7.0,1.02,21.0,Subcooled,37.9,-1.0,152.0,8.0,1.0,11.25,4.7,1.4,0.091239356
8864.0,36.42,0.49,2.39,2.21,1.2,1.8,0.59,477.89,343.78,9.0,3.0,7.0,1.0,21.0,Subcooled,37.9,-1.0,152.0,9.0,1.0,11.25,4.7,4.7,0.096642591
8865.0,36.51,0.49,2.39,2.2,1.21,1.81,0.61,478.23,344.01,9.0,3.0,7.0,1.01,21.0,Subcooled,37.9,-1.0,152.0,10.0,2.0,10.15,2.1,-1.9,0.64665735
8866.0,36.48,0.49,2.39,2.2,1.2,1.79,0.6,477.22,344.2,9.0,3.0,7.0,1.02,21.0,Subcooled,37.9,-1.0,152.0,11.0,2.0,10.15,2.1,1.4,0.35908017
8867.0,36.5,0.49,2.39,2.21,1.21,1.81,0.61,478.12,343.63,9.0,3.0,7.0,1.0,21.0,Subcooled,37.9,-1.0,152.0,12.0,2.0,10.15,2.1,4.7,0.32887363
8868.0,36.38,0.5,2.4,2.19,1.19,1.81,0.58,477.41,344.63,9.0,3.0,7.0,1.0,21.0,Subcooled,37.9,-1.0,152.0,13.0,2.0,10.15,3.4,-1.9,0.72367412
8869.0,36.52,0.49,2.4,2.19,1.2,1.81,0.6,477.39,344.01,9.0,3.0,7.0,1.0,21.0,Subcooled,37.9,-1.0,152.0,14.0,2.0,10.15,3.4,1.4,0.46641394
8870.0,36.57,0.49,2.41,2.19,1.2,1.82,0.59,476.91,343.99,9.0,3.0,7.0,1.02,21.0,Subcooled,37.9,-1.0,152.0,15.0,2.0,10.15,3.4,4.7,0.37232742
8871.0,36.54,0.49,2.41,2.22,1.22,1.79,0.58,478.43,343.3,9.0,3.0,7.0,1.02,21.0,Subcooled,37.9,-1.0,152.0,16.0,2.0,10.15,4.7,-1.9,0.67616075
8872.0,36.51,0.49,2.38,2.18,1.19,1.78,0.61,476.65,343.1,9.0,3.0,7.0,0.99,21.0,Subcooled,37.9,-1.0,152.0,17.0,2.0,10.15,4.7,1.4,0.48848656
8873.0,36.4,0.49,2.39,2.19,1.18,1.78,0.61,479.18,344.52,9.0,3.0,7.0,0.99,21.0,Subcooled,37.9,-1.0,152.0,18.0,2.0,10.15,4.7,4.7,0.35073856
8874.0,36.43,0.49,2.39,2.21,1.21,1.79,0.58,478.45,344.36,9.0,3.0,7.0,0.99,21.0,Subcooled,37.9,-1.0,152.0,19.0,3.0,10.7,1.85,-1.9,0.42074159
8875.0,36.41,0.49,2.39,2.2,1.18,1.81,0.58,477.4,344.18,9.0,3.0,7.0,1.01,21.0,Subcooled,37.9,-1.0,152.0,20.0,3.0,10.7,1.85,1.4,0.26593378
8876.0,36.54,0.49,2.42,2.18,1.21,1.79,0.61,478.01,343.98,9.0,3.0,7.0,1.0,21.0,Subcooled,37.9,-1.0,152.0,21.0,3.0,10.7,1.85,4.7,0.21772999
8877.0,36.51,0.49,2.39,2.22,1.19,1.79,0.59,477.44,343.55,9.0,3.0,7.0,0.99,21.0,Subcooled,37.9,-1.0,152.0,22.0,4.0,10.7,2.1,5.0,0.17504206
8878.0,36.6,0.49,2.41,2.22,1.22,1.79,0.58,478.31,343.15,9.0,3.0,7.0,0.99,21.0,Subcooled,37.9,-1.0,152.0,23.0,4.0,10.7,3.4,5.0,0.16176088
8879.0,36.64,0.49,2.4,2.19,1.22,1.81,0.61,478.65,343.78,9.0,3.0,7.0,1.01,21.0,Subcooled,37.9,-1.0,152.0,24.0,4.0,10.7,4.7,5.0,0.16575199
8880.0,36.46,0.49,2.41,2.18,1.2,1.82,0.61,478.3,344.36,9.0,3.0,7.0,0.99,21.0,Subcooled,37.9,-1.0,152.0,25.0,5.0,10.7,4.95,-1.9,0.24708661
8881.0,36.5,0.49,2.39,2.21,1.21,1.79,0.59,478.47,343.8,9.0,3.0,7.0,1.01,21.0,Subcooled,37.9,-1.0,152.0,26.0,5.0,10.7,4.95,1.4,0.21649112
8882.0,36.56,0.49,2.41,2.21,1.22,1.81,0.59,477.58,343.87,9.0,3.0,7.0,0.99,21.0,Subcooled,37.9,-1.0,152.0,27.0,5.0,10.7,4.95,4.7,0.15922721
8883.0,42.04,0.43,1.78,9.8,1.4,0.4,0.79,419.39,297.61,10.0,4.0,6.0,2.8,19.0,Subcooled,42.5,-42.0,96.7,1.0,1.0,13.75,1.6,-0.6,0.20943555
8884.0,42.09,0.42,1.81,9.78,1.4,0.4,0.82,418.69,298.55,10.0,4.0,6.0,2.79,19.0,Subcooled,42.5,-42.0,96.7,2.0,1.0,13.75,1.6,2.2,0.21643898
8885.0,42.03,0.43,1.82,9.8,1.39,0.42,0.79,417.93,298.23,10.0,4.0,6.0,2.8,19.0,Subcooled,42.5,-42.0,96.7,3.0,1.0,13.75,1.6,5.0,0.25314438
8886.0,42.02,0.43,1.8,9.81,1.41,0.39,0.8,419.44,298.12,10.0,4.0,6.0,2.78,19.0,Subcooled,42.5,-42.0,96.7,4.0,1.0,13.75,3.4,-0.6,0.22575511
8887.0,42.05,0.43,1.78,9.81,1.4,0.41,0.8,419.09,297.67,10.0,4.0,6.0,2.8,19.0,Subcooled,42.5,-42.0,96.7,5.0,1.0,13.75,3.4,2.2,0.23961957
8888.0,42.0,0.43,1.82,9.81,1.39,0.4,0.8,419.33,298.41,10.0,4.0,6.0,2.8,19.0,Subcooled,42.5,-42.0,96.7,6.0,1.0,13.75,3.4,5.0,0.24922334
8889.0,41.97,0.43,1.8,9.81,1.42,0.39,0.79,419.13,298.6,10.0,4.0,6.0,2.78,19.0,Subcooled,42.5,-42.0,96.7,7.0,1.0,13.75,5.2,-0.6,0.17989162
8890.0,41.99,0.43,1.8,9.8,1.39,0.42,0.79,418.79,297.86,10.0,4.0,6.0,2.8,19.0,Subcooled,42.5,-42.0,96.7,8.0,1.0,13.75,5.2,2.2,0.18184097
8891.0,42.0,0.43,1.8,9.82,1.39,0.39,0.82,419.75,297.96,10.0,4.0,6.0,2.81,19.0,Subcooled,42.5,-42.0,96.7,9.0,1.0,13.75,5.2,5.0,0.23575556
8892.0,41.82,0.43,1.79,9.79,1.4,0.39,0.78,418.96,297.55,10.0,4.0,6.0,2.82,19.0,Subcooled,42.5,-42.0,96.7,10.0,2.0,10.85,1.6,-0.6,2.0091414
8893.0,42.18,0.43,1.8,9.8,1.4,0.41,0.82,418.83,297.97,10.0,4.0,6.0,2.82,19.0,Subcooled,42.5,-42.0,96.7,11.0,2.0,10.85,1.6,2.2,1.9656849
8894.0,42.02,0.43,1.79,9.8,1.4,0.39,0.81,419.69,297.62,10.0,4.0,6.0,2.82,19.0,Subcooled,42.5,-42.0,96.7,12.0,2.0,10.85,1.6,5.0,1.8381979
8895.0,42.01,0.43,1.8,9.8,1.39,0.39,0.8,419.99,298.1,10.0,4.0,6.0,2.81,19.0,Subcooled,42.5,-42.0,96.7,13.0,2.0,10.85,3.4,-0.6,1.8865875
8896.0,41.97,0.43,1.8,9.81,1.41,0.4,0.81,419.06,297.83,10.0,4.0,6.0,2.8,19.0,Subcooled,42.5,-42.0,96.7,14.0,2.0,10.85,3.4,2.2,1.8644729
8897.0,41.99,0.43,1.82,9.81,1.4,0.4,0.79,417.84,297.87,10.0,4.0,6.0,2.81,19.0,Subcooled,42.5,-42.0,96.7,15.0,2.0,10.85,3.4,5.0,1.786312
8898.0,41.99,0.43,1.8,9.8,1.38,0.42,0.81,417.53,297.33,10.0,4.0,6.0,2.79,19.0,Subcooled,42.5,-42.0,96.7,16.0,2.0,10.85,5.2,-0.6,1.4233619
8899.0,42.16,0.43,1.8,9.78,1.42,0.39,0.82,419.09,298.1,10.0,4.0,6.0,2.81,19.0,Subcooled,42.5,-42.0,96.7,17.0,2.0,10.85,5.2,2.2,1.4284847
8900.0,41.92,0.43,1.8,9.79,1.39,0.39,0.81,420.07,298.69,10.0,4.0,6.0,2.8,19.0,Subcooled,42.5,-42.0,96.7,18.0,2.0,10.85,5.2,5.0,1.414062
8901.0,42.04,0.43,1.79,9.81,1.41,0.41,0.81,418.51,297.82,10.0,4.0,6.0,2.81,19.0,Subcooled,42.5,-42.0,96.7,19.0,3.0,12.3,1.35,-0.6,0.91788393
8902.0,42.06,0.43,1.81,9.82,1.42,0.38,0.8,419.23,297.1,10.0,4.0,6.0,2.79,19.0,Subcooled,42.5,-42.0,96.7,20.0,3.0,12.3,1.35,2.2,0.92538369
8903.0,42.12,0.43,1.82,9.79,1.38,0.39,0.78,419.7,298.0,10.0,4.0,6.0,2.82,19.0,Subcooled,42.5,-42.0,96.7,21.0,3.0,12.3,1.35,5.0,0.87783492
8904.0,42.05,0.43,1.82,9.81,1.4,0.41,0.8,419.83,298.84,10.0,4.0,6.0,2.79,19.0,Subcooled,42.5,-42.0,96.7,22.0,4.0,12.3,1.6,5.3,0.54877335
8905.0,42.03,0.43,1.82,9.81,1.39,0.4,0.81,419.7,298.27,10.0,4.0,6.0,2.81,19.0,Subcooled,42.5,-42.0,96.7,23.0,4.0,12.3,3.4,5.3,0.45115897
8906.0,41.98,0.43,1.8,9.8,1.38,0.4,0.81,417.48,297.5,10.0,4.0,6.0,2.78,19.0,Subcooled,42.5,-42.0,96.7,24.0,4.0,12.3,5.2,5.3,0.46423516
8907.0,41.94,0.43,1.81,9.81,1.39,0.4,0.8,419.0,297.71,10.0,4.0,6.0,2.79,19.0,Subcooled,42.5,-42.0,96.7,25.0,5.0,12.3,5.45,-0.6,0.39719641
8908.0,42.0,0.43,1.79,9.81,1.41,0.39,0.79,419.47,297.44,10.0,4.0,6.0,2.81,19.0,Subcooled,42.5,-42.0,96.7,26.0,5.0,12.3,5.45,2.2,0.40387267
8909.0,41.91,0.43,1.79,9.8,1.38,0.41,0.79,419.35,298.28,10.0,4.0,6.0,2.81,19.0,Subcooled,42.5,-42.0,96.7,27.0,5.0,12.3,5.45,5.0,0.4214564
8910.0,36.35,0.48,0.61,4.58,2.59,0.6,1.39,361.32,359.21,13.0,3.0,3.0,0.8,0.0,Subcooled,42.5,-42.0,96.7,1.0,1.0,14.15,-1.3,-1.1,0.17709787
8911.0,36.13,0.48,0.6,4.61,2.59,0.61,1.38,361.27,358.88,13.0,3.0,3.0,0.81,0.0,Subcooled,42.5,-42.0,96.7,2.0,1.0,14.15,-1.3,0.2,0.17745464
8912.0,36.21,0.48,0.6,4.58,2.61,0.59,1.39,360.39,358.91,13.0,3.0,3.0,0.81,0.0,Subcooled,42.5,-42.0,96.7,3.0,1.0,14.15,-1.3,1.5,0.26512909
8913.0,36.51,0.49,0.61,4.6,2.59,0.59,1.39,361.9,359.34,13.0,3.0,3.0,0.78,0.0,Subcooled,42.5,-42.0,96.7,4.0,1.0,14.15,0.0,-1.1,0.2322942
8914.0,36.14,0.48,0.61,4.61,2.6,0.61,1.39,360.76,359.62,13.0,3.0,3.0,0.78,0.0,Subcooled,42.5,-42.0,96.7,5.0,1.0,14.15,0.0,0.2,0.30621231
8915.0,36.26,0.48,0.61,4.61,2.6,0.58,1.39,361.78,359.42,13.0,3.0,3.0,0.79,0.0,Subcooled,42.5,-42.0,96.7,6.0,1.0,14.15,0.0,1.5,0.17657985
8916.0,36.29,0.48,0.6,4.62,2.62,0.6,1.42,360.91,359.56,13.0,3.0,3.0,0.81,0.0,Subcooled,42.5,-42.0,96.7,7.0,1.0,14.15,1.3,-1.1,0.13908459
8917.0,36.2,0.48,0.58,4.59,2.58,0.59,1.4,359.91,359.64,13.0,3.0,3.0,0.82,0.0,Subcooled,42.5,-42.0,96.7,8.0,1.0,14.15,1.3,0.2,0.18287385
8918.0,36.4,0.48,0.59,4.61,2.59,0.6,1.4,360.34,359.48,13.0,3.0,3.0,0.8,0.0,Subcooled,42.5,-42.0,96.7,9.0,1.0,14.15,1.3,1.5,0.22279176
8919.0,36.28,0.48,0.58,4.59,2.61,0.59,1.39,361.92,359.49,13.0,3.0,3.0,0.78,0.0,Subcooled,42.5,-42.0,96.7,10.0,2.0,13.25,-1.3,-1.1,1.2288877
8920.0,36.12,0.48,0.6,4.6,2.6,0.6,1.4,361.85,358.64,13.0,3.0,3.0,0.81,0.0,Subcooled,42.5,-42.0,96.7,11.0,2.0,13.25,-1.3,0.2,1.2134494
8921.0,36.33,0.48,0.58,4.62,2.61,0.61,1.42,,359.45,13.0,3.0,3.0,0.79,0.0,Subcooled,42.5,-42.0,96.7,12.0,2.0,13.25,-1.3,1.5,1.1239698
8922.0,36.11,0.48,0.61,4.6,2.61,0.59,1.38,361.23,359.76,13.0,3.0,3.0,0.81,0.0,Subcooled,42.5,-42.0,96.7,13.0,2.0,13.25,0.0,-1.1,1.2554992
